test_set,blur_size,noise_level,accuracy,f1,precision_overall,recall_overall,precision_immune,precision_other,precision_stromal,precision_tumour,recall_immune,recall_other,recall_stromal,recall_tumour,f1_immune,f1_other,f1_stromal,f1_tumour,confidence_overall,confidence_immune_avg,confidence_other_avg,confidence_stromal_avg,confidence_tumour_avg,confidence_immune_std,confidence_other_std,confidence_stromal_std,confidence_tumour_std,count_pred_immune,count_pred_other,count_pred_stromal,count_pred_tumour,confusion_matrix
1,1,5,0.25,0.10002000400080016,0.06251562890722681,0.25,0.0,0.0,0.25006251562890724,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.40008001600320064,0.0,0.8210951,0.5168197,nan,0.82117116,nan,0.0,nan,0.07050308,nan,1,0,3999,0,"[[0, 0, 1000, 0], [1, 0, 999, 0], [0, 0, 1000, 0], [0, 0, 1000, 0]]"
1,3,5,0.25075,0.1015555494812341,0.31254691018263697,0.25075,1.0,0.0,0.2501876407305479,0.0,0.003,0.0,1.0,0.0,0.005982053838484547,0.0,0.40024014408645187,0.0,0.82215023,0.56367046,nan,0.82234424,nan,0.02446438,nan,0.06755203,nan,3,0,3997,0,"[[3, 0, 997, 0], [0, 0, 1000, 0], [0, 0, 1000, 0], [0, 0, 1000, 0]]"
1,5,5,0.2505,0.10111417995829587,0.1459272241695877,0.2505,0.3333333333333333,0.0,0.25037556334501754,0.0,0.002,0.0,1.0,0.0,0.003976143141153081,0.0,0.4004805766920304,0.0,0.82148373,0.5143533,nan,0.8219451,nan,0.008933018,nan,0.07007012,nan,6,0,3994,0,"[[2, 0, 998, 0], [1, 0, 999, 0], [0, 0, 1000, 0], [3, 0, 997, 0]]"
1,7,5,0.25,0.10043897798640414,0.1874687343671836,0.25,0.5,0.0,0.24987493746873438,0.0,0.001,0.0,0.999,0.0,0.001996007984031936,0.0,0.3997599039615846,0.0,0.8223169,0.54690695,nan,0.82245463,nan,0.042800903,nan,0.06851371,nan,2,0,3998,0,"[[1, 0, 999, 0], [0, 0, 1000, 0], [1, 0, 999, 0], [0, 0, 1000, 0]]"
1,9,5,0.2495,0.09985991594956974,0.062421816362271704,0.2495,0.0,0.0,0.24968726544908681,0.0,0.0,0.0,0.998,0.0,0.0,0.0,0.39943966379827894,0.0,0.8217571,0.55117875,nan,0.82196015,nan,0.056908067,nan,0.06867627,nan,3,0,3997,0,"[[0, 0, 1000, 0], [1, 0, 999, 0], [2, 0, 998, 0], [0, 0, 1000, 0]]"
1,19,5,0.25,0.10004001600640255,0.06253126563281641,0.25,0.0,0.0,0.25012506253126565,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4001600640256102,0.0,0.8242157,0.50810087,nan,0.82437384,nan,0.0042702556,nan,0.06639144,nan,2,0,3998,0,"[[0, 0, 1000, 0], [0, 0, 1000, 0], [0, 0, 1000, 0], [2, 0, 998, 0]]"
1,0,10,0.249,0.13228888386894005,0.12004294879912203,0.249,0.22877358490566038,0.0,0.25139821029082776,0.0,0.097,0.0,0.899,0.0,0.13623595505617977,0.0,0.3929195804195804,0.0,0.7375662,0.5925665,nan,0.75475854,nan,0.077675804,nan,0.116827525,nan,424,0,3576,0,"[[97, 0, 903, 0], [110, 0, 890, 0], [101, 0, 899, 0], [116, 0, 884, 0]]"
1,1,10,0.25125,0.13160978385680144,0.12067026159905356,0.25125,0.22900763358778625,0.0,0.25367341280842803,0.0,0.09,0.0,0.915,0.0,0.12921751615218952,0.0,0.39722161927501626,0.0,0.7397954,0.59215736,nan,0.7558813,nan,0.080163434,nan,0.11496234,nan,393,0,3607,0,"[[90, 0, 910, 0], [99, 0, 901, 0], [85, 0, 915, 0], [119, 0, 881, 0]]"
1,3,10,0.24625,0.13055675409734877,0.11505953223958992,0.24625,0.2092511013215859,0.0,0.25098702763677383,0.0,0.095,0.0,0.89,0.0,0.13067400275103164,0.0,0.3915530136383634,0.0,0.73196346,0.5880773,nan,0.7503854,nan,0.071923986,nan,0.116505496,nan,454,0,3546,0,"[[95, 0, 905, 0], [118, 0, 882, 0], [110, 0, 890, 0], [131, 0, 869, 0]]"
1,5,10,0.25175,0.13420192931400823,0.121772677989424,0.25175,0.2331002331002331,0.0,0.2539904788574629,0.0,0.1,0.0,0.907,0.0,0.13995801259622112,0.0,0.39684970465981184,0.0,0.7331846,0.5903615,nan,0.7503426,nan,0.07258795,nan,0.11774937,nan,429,0,3571,0,"[[100, 0, 900, 0], [113, 0, 887, 0], [93, 0, 907, 0], [123, 0, 877, 0]]"
1,7,10,0.2485,0.12791097940613028,0.11435189375084845,0.2485,0.20408163265306123,0.0,0.25332594235033257,0.0,0.08,0.0,0.914,0.0,0.11494252873563218,0.0,0.3967013888888889,0.0,0.7362006,0.59031445,nan,0.7520507,nan,0.073822856,nan,0.116458155,nan,392,0,3608,0,"[[80, 0, 920, 0], [97, 0, 903, 0], [86, 0, 914, 0], [129, 0, 871, 0]]"
1,9,10,0.252,0.1336917804118774,0.12498585908864655,0.252,0.24744897959183673,0.0,0.25249445676274945,0.0,0.097,0.0,0.911,0.0,0.13936781609195403,0.0,0.3953993055555556,0.0,0.7377839,0.6023577,nan,0.75249773,nan,0.07717239,nan,0.11485928,nan,392,0,3608,0,"[[97, 0, 903, 0], [96, 0, 904, 0], [89, 0, 911, 0], [110, 0, 890, 0]]"
1,19,10,0.24825,0.13073693027610078,0.1152445722706189,0.24825,0.2076749435665914,0.0,0.2533033455158842,0.0,0.092,0.0,0.901,0.0,0.1275121275121275,0.0,0.39543559359227565,0.0,0.7307165,0.60172147,nan,0.7467819,nan,0.079106554,nan,0.114002466,nan,443,0,3557,0,"[[92, 0, 908, 0], [106, 0, 894, 0], [99, 0, 901, 0], [146, 0, 854, 0]]"
1,0,20,0.2535,0.16508870729881364,0.1256578512701038,0.2535,0.24343015214384509,0.0,0.2592012529365701,0.0,0.352,0.0,0.662,0.0,0.2878168438266558,0.0,0.3725379853685988,0.0,0.7454977,0.707667,nan,0.7669163,nan,0.13315906,nan,0.1403664,nan,1446,0,2554,0,"[[352, 0, 648, 0], [389, 0, 611, 0], [338, 0, 662, 0], [367, 0, 633, 0]]"
1,1,20,0.2495,0.1618265019175782,0.12359872537825192,0.2495,0.23959827833572453,0.0,0.2547966231772832,0.0,0.334,0.0,0.664,0.0,0.27903091060985796,0.0,0.3682750970604548,0.0,0.7450999,0.71244204,nan,0.7625693,nan,0.12990302,nan,0.13813959,nan,1394,0,2606,0,"[[334, 0, 666, 0], [357, 0, 643, 0], [336, 0, 664, 0], [367, 0, 633, 0]]"
