blur_size,noise_level,accuracy,f1,precision,recall,f1_immune,precision_immune,recall_immune,f1_other,precision_other,recall_other,f1_stromal,precision_stromal,recall_stromal,f1_tumour,precision_tumour,recall_tumour,confidence_overall,confidence_immune_avg,confidence_immune_std,confidence_other_avg,confidence_other_std,confidence_stromal_avg,confidence_stromal_std,confidence_tumour_avg,confidence_tumour_std,count_pred_immune,count_pred_other,count_pred_stromal,count_pred_tumour,confusion_matrix
3,3,0.5105,0.4928047017804169,0.5110154915218295,0.5105,0.5698198198198198,0.6520618556701031,0.506,0.28465346534653463,0.37337662337662336,0.23,0.509721492380452,0.5370985603543743,0.485,0.6070240295748613,0.481524926686217,0.821,0.43831000000000003,0.45698453608247425,0.0951568415992003,0.36642857142857144,0.04896896143143603,0.5203765227021041,0.15510676486700936,0.41231671554252197,0.06804668474046587,776,616,903,1705,"[[506, 112, 105, 277], [114, 230, 277, 379], [98, 189, 485, 228], [58, 85, 36, 821]]"
3,5,0.51225,0.4941313610279461,0.512111075389943,0.51225,0.5720720720720721,0.654639175257732,0.508,0.28144458281444584,0.37293729372937295,0.226,0.5143453312467396,0.5376226826608506,0.493,0.6086634579785265,0.48324514991181655,0.822,0.43834749999999995,0.45689432989690726,0.09458547200411743,0.36579207920792084,0.05023328091533021,0.5179062159214832,0.15497556684539157,0.41284538506760726,0.06782515620613999,776,606,917,1701,"[[508, 113, 106, 273], [114, 226, 281, 379], [95, 185, 493, 227], [59, 82, 37, 822]]"
3,10,0.51225,0.4949542108717522,0.5119751059818718,0.51225,0.5744800449690838,0.6559691912708601,0.511,0.2809611829944547,0.36597110754414125,0.228,0.5170068027210885,0.5422612513721186,0.494,0.6073688128023819,0.4836988737403675,0.816,0.43877750000000004,0.45671373555840816,0.0953460501131624,0.3663402889245586,0.04965136654954775,0.5197585071350165,0.15595161958971793,0.4135151155898044,0.0679510239113012,779,623,911,1687,"[[511, 119, 101, 269], [111, 228, 280, 381], [99, 186, 494, 221], [58, 90, 36, 816]]"
3,20,0.51525,0.49764342862826616,0.5158087996203585,0.51525,0.5752212389380531,0.6435643564356436,0.52,0.29448621553884713,0.39429530201342283,0.235,0.5150078988941548,0.5439377085650723,0.489,0.6058583611420096,0.48143783146729524,0.817,0.4401275,0.45834158415841586,0.09653769670247553,0.36511744966442955,0.048370975866189284,0.5245272525027809,0.15370281077583914,0.4130878020035356,0.06813804455510478,808,596,899,1697,"[[520, 104, 105, 271], [120, 235, 272, 373], [106, 169, 489, 236], [62, 88, 33, 817]]"
3,30,0.513,0.4896073244327197,0.5057977119117267,0.513,0.5760416666666667,0.6010869565217392,0.553,0.2653333333333333,0.398,0.199,0.5063559322033898,0.5382882882882883,0.478,0.6106983655274889,0.4858156028368794,0.822,0.4431275,0.4623369565217391,0.09640762386120368,0.36576,0.04881825887923493,0.5198761261261261,0.1514490309628546,0.4152659574468085,0.06884293769457396,920,500,888,1692,"[[553, 79, 105, 263], [155, 199, 274, 372], [132, 155, 478, 235], [80, 67, 31, 822]]"
5,1,0.51375,0.49639803531948395,0.5214128345933539,0.5137499999999999,0.5601907032181168,0.6932153392330384,0.47,0.2892613283674736,0.381342062193126,0.233,0.5295887662988967,0.5311871227364185,0.528,0.6065513433934486,0.47990681421083287,0.824,0.45291000000000003,0.46104719764011803,0.09423935891883452,0.370671031096563,0.051710906029326424,0.5348792756539236,0.15809554300290304,0.43150844496214324,0.07537363011172418,678,611,994,1717,"[[470, 117, 119, 294], [92, 233, 302, 373], [73, 173, 528, 226], [43, 88, 45, 824]]"
5,3,0.51325,0.49561983766897316,0.5202464198596408,0.51325,0.5607142857142857,0.6926470588235294,0.471,0.2858918582970789,0.37766830870279144,0.23,0.5285857572718154,0.5301810865191147,0.527,0.6072874493927125,0.48048922539312755,0.825,0.45286000000000004,0.4608823529411764,0.09394358905149107,0.37096880131362886,0.051629099227750413,0.5347183098591549,0.15785079144852623,0.4313395457192778,0.07547141322153054,680,609,994,1717,"[[471, 116, 120, 293], [93, 230, 304, 373], [74, 173, 527, 226], [42, 90, 43, 825]]"
5,5,0.5155,0.497332157702421,0.5227543183002166,0.5155,0.5598570577724836,0.6921944035346097,0.47,0.2876797998749218,0.38397328881469117,0.23,0.5323308270676692,0.5336683417085427,0.531,0.6094609460946094,0.4811812391430226,0.831,0.452885,0.4606627393225331,0.09427970299390968,0.37081803005008346,0.051635992631278625,0.5344221105527638,0.15810607314519837,0.4313144180660104,0.07568913761931358,679,599,995,1727,"[[470, 116, 116, 298], [93, 230, 302, 375], [75, 171, 531, 223], [41, 82, 46, 831]]"
5,10,0.5135,0.4957284116847176,0.521864310987282,0.5135000000000001,0.5569469290399522,0.689807976366322,0.467,0.2948157401623985,0.39267886855241263,0.236,0.5230923694779116,0.5252016129032258,0.521,0.608058608058608,0.4797687861271676,0.83,0.452635,0.4616691285081241,0.09388712136405758,0.3700998336106489,0.05170622908729877,0.5346370967741936,0.1572843805524402,0.4307514450867052,0.07562465543374342,677,601,992,1730,"[[467, 110, 128, 295], [91, 236, 299, 374], [75, 173, 521, 231], [44, 82, 44, 830]]"
5,20,0.51575,0.49701708138797396,0.5212941973610329,0.5157499999999999,0.5574543311726576,0.6786226685796269,0.473,0.29005699810006336,0.3955094991364421,0.229,0.5306122448979592,0.5282457879088206,0.533,0.6099447513812155,0.482798833819242,0.828,0.4538875,0.4620086083213773,0.09636423570509633,0.37036269430051816,0.051054913614065674,0.5337859266600596,0.15847307131237776,0.4317784256559767,0.07509789840630234,697,579,1009,1715,"[[473, 102, 127, 298], [99, 229, 306, 366], [82, 162, 533, 223], [43, 86, 43, 828]]"
5,30,0.5165,0.49442619445136005,0.5154305050170795,0.5165,0.5640738668158926,0.6404066073697586,0.504,0.27663798808735934,0.4090019569471624,0.209,0.5231388329979879,0.5263157894736842,0.52,0.6138540899042004,0.48599766627771296,0.833,0.45595500000000005,0.4647395171537484,0.09646365690877641,0.3674363992172211,0.050254570782072475,0.5332894736842105,0.15312668807803323,0.4337339556592766,0.07544462791247748,787,511,988,1714,"[[504, 85, 132, 279], [126, 209, 296, 369], [102, 145, 520, 233], [55, 72, 40, 833]]"
7,1,0.50825,0.4856936326745017,0.5219375085354059,0.50825,0.5410872313527181,0.7353951890034365,0.428,0.2583170254403131,0.3714821763602251,0.198,0.5364485981308411,0.5035087719298246,0.574,0.6069216757741348,0.4773638968481375,0.833,0.47048,0.45963917525773196,0.09428719950805824,0.37508442776735457,0.05232889925717955,0.5526578947368421,0.16080239202132035,0.44954727793696275,0.08251123861826964,582,533,1140,1745,"[[428, 106, 154, 312], [71, 198, 356, 375], [54, 147, 574, 225], [29, 82, 56, 833]]"
7,3,0.51025,0.48793264175927303,0.5245825524436839,0.51025,0.540506329113924,0.7362068965517241,0.427,0.26397919375812745,0.37732342007434944,0.203,0.5381375760411792,0.5057167985927881,0.575,0.6091074681238615,0.47908309455587395,0.836,0.47043,0.4602241379310345,0.09452303917353518,0.37529739776951676,0.05318485711822158,0.55259454705365,0.16100346633160753,0.44961604584527215,0.08204493405353497,580,538,1137,1745,"[[427, 107, 153, 313], [71, 203, 354, 372], [53, 148, 575, 224], [29, 80, 55, 836]]"
7,5,0.512,0.48880278524403253,0.525555512338638,0.512,0.540506329113924,0.7362068965517241,0.427,0.2604712041884817,0.3768939393939394,0.199,0.5426573426573427,0.508296943231441,0.582,0.6115762650163815,0.48082427017744706,0.84,0.4705725,0.4607241379310345,0.09368965517241379,0.3753598484848485,0.052920960732261164,0.5516157205240175,0.16193942184271126,0.44950200343445906,0.0824463772342628,580,528,1145,1747,"[[427, 106, 151, 316], [73, 199, 357, 371], [55, 143, 582, 220], [25, 80, 55, 840]]"
7,10,0.50975,0.4875888652669118,0.5241381059638481,0.5097499999999999,0.5351934051997463,0.7313691507798961,0.422,0.2675324675324675,0.3814814814814815,0.206,0.5392840539284054,0.5039096437880104,0.58,0.6083455344070278,0.4797921478060046,0.831,0.47062,0.46091854419410744,0.09488489032372567,0.37533333333333335,0.05175869939404354,0.5499044309296265,0.16218932605718211,0.45087182448036955,0.08188943549041702,577,540,1151,1732,"[[422, 110, 151, 317], [71, 206, 360, 363], [54, 145, 580, 221], [30, 79, 60, 831]]"
7,20,0.5055,0.48185357810099166,0.5151733967638177,0.5055,0.5443117536140792,0.7326565143824028,0.433,0.2398427260812582,0.34790874524714827,0.183,0.5363128491620112,0.5017421602787456,0.576,0.6069469835466179,0.4783861671469741,0.83,0.47126750000000006,0.46265651438240274,0.09390502881772762,0.37355513307984795,0.05273240973432879,0.5515331010452962,0.16074603333160956,0.45071469740634007,0.08242266054493831,591,526,1148,1735,"[[433, 105, 157, 305], [77, 183, 361, 379], [53, 150, 576, 221], [28, 88, 54, 830]]"
7,30,0.51525,0.48991632740052543,0.5198955530425473,0.51525,0.5618247298919568,0.7027027027027027,0.468,0.24592391304347827,0.3834745762711864,0.181,0.5388257575757576,0.5116906474820144,0.569,0.6130909090909091,0.4817142857142857,0.843,0.471415,0.4651501501501501,0.09429233012816299,0.37048728813559323,0.050873470570622845,0.5503597122302158,0.15628630834291518,0.45085714285714285,0.08256569431398866,666,472,1112,1750,"[[468, 84, 152, 296], [100, 181, 346, 373], [66, 127, 569, 238], [32, 80, 45, 843]]"
9,1,0.49925,0.4690884859410225,0.5195680322515359,0.49924999999999997,0.5057162071284466,0.7720739219712526,0.376,0.21994535519125682,0.34698275862068967,0.161,0.544259421560035,0.484399375975039,0.621,0.6064329598843513,0.4748160724391624,0.839,0.48913,0.4593223819301848,0.0891768930075637,0.37745689655172415,0.05178285101589256,0.574773790951638,0.16325516813108895,0.46453310696095074,0.089444585043325,487,464,1282,1767,"[[376, 111, 193, 320], [54, 161, 400, 385], [39, 117, 621, 223], [18, 75, 68, 839]]"
9,3,0.5005,0.47005448312167347,0.5214446859299421,0.5005,0.5077233042310275,0.7730061349693251,0.378,0.22130584192439862,0.35384615384615387,0.161,0.5436212187637002,0.4839968774395004,0.62,0.6075675675675676,0.47492957746478875,0.843,0.4888475,0.4583231083844581,0.0896987112011981,0.3789450549450549,0.05132729767419518,0.5746291959406713,0.1625447728341336,0.4635211267605634,0.08969398038352557,489,455,1281,1775,"[[378, 107, 192, 323], [54, 161, 401, 384], [39, 116, 620, 225], [18, 71, 68, 843]]"
9,5,0.49725,0.4666922456484638,0.5189153735324759,0.49724999999999997,0.5104377104377105,0.7814432989690722,0.379,0.21256038647342995,0.3429844097995546,0.154,0.5412483631601921,0.48024786986831913,0.62,0.6025225225225225,0.47098591549295776,0.836,0.48901,0.4596082474226804,0.08825251454623033,0.37781737193763915,0.051629591843196564,0.5731758326878389,0.1634513007583042,0.46395492957746476,0.08989394814067843,485,449,1291,1775,"[[379, 104, 195, 322], [52, 154, 405, 389], [36, 116, 620, 228], [18, 75, 71, 836]]"
9,10,0.49925,0.4685088926970682,0.5201675151350992,0.49924999999999997,0.5094086021505376,0.7766393442622951,0.379,0.2153209109730849,0.34743875278396436,0.156,0.5450568678915135,0.484447900466563,0.623,0.6042491897731365,0.47214406302757456,0.839,0.48881,0.45879098360655735,0.08978556741161667,0.37752783964365255,0.051855459171524586,0.5738024883359254,0.16246905634807987,0.46366347777152506,0.09010108360691213,488,449,1286,1777,"[[379, 106, 189, 326], [52, 156, 406, 386], [38, 113, 623, 226], [19, 74, 68, 839]]"
9,20,0.4985,0.4676007547697522,0.517250260622331,0.49849999999999994,0.5133689839572193,0.7741935483870968,0.384,0.2100898410504492,0.3400447427293065,0.152,0.540445999125492,0.4801864801864802,0.618,0.6064981949458483,0.4745762711864407,0.84,0.48851999999999995,0.45879032258064517,0.08904821765559306,0.37711409395973156,0.05155256610542109,0.5729448329448329,0.16222649347450696,0.46359887005649714,0.08961302618481347,496,447,1287,1770,"[[384, 101, 196, 319], [56, 152, 407, 385], [37, 119, 618, 226], [19, 75, 66, 840]]"
9,30,0.506,0.47379812668559124,0.5150236131345303,0.506,0.5410566518141311,0.7443082311733801,0.425,0.20014295925661185,0.3508771929824561,0.14,0.5454545454545454,0.4881516587677725,0.618,0.6085383502170767,0.4767573696145125,0.841,0.48757249999999996,0.4592294220665499,0.09053896748619537,0.37453634085213033,0.049262460684845265,0.5658925750394945,0.15877901369430306,0.4661054421768708,0.08928522027722098,571,399,1266,1764,"[[425, 85, 185, 305], [71, 140, 404, 385], [49, 100, 618, 233], [26, 74, 59, 841]]"
19,1,0.469,0.4034851291154046,0.513801153039587,0.469,0.4170403587443946,0.8254437869822485,0.279,0.07341092211280215,0.3504273504273504,0.041,0.5301632363378282,0.41089108910891087,0.747,0.5933259992665934,0.46844238563983787,0.809,0.546265,0.4380473372781065,0.08181938621357125,0.36273504273504276,0.05024085461913862,0.6281518151815182,0.17931784641652318,0.4936768963520555,0.10172100913279934,338,117,1818,1727,"[[279, 28, 355, 338], [32, 41, 557, 370], [23, 20, 747, 210], [4, 28, 159, 809]]"
19,3,0.4685,0.4033372029163465,0.5159111306307198,0.4685,0.41647940074906364,0.8298507462686567,0.278,0.07513416815742398,0.3559322033898305,0.042,0.5292242295430393,0.4097641250685683,0.747,0.5925110132158591,0.4680974477958237,0.807,0.5462175,0.4395223880597015,0.08069703026013185,0.3616949152542373,0.05360408985069732,0.6273560065825563,0.17993699139736816,0.4937819025522042,0.10158814876483449,335,118,1823,1724,"[[278, 28, 355, 339], [32, 42, 561, 365], [21, 19, 747, 213], [4, 29, 160, 807]]"
19,5,0.4695,0.4040692260919425,0.5174981311629472,0.46950000000000003,0.4144144144144144,0.8313253012048193,0.276,0.07678571428571429,0.35833333333333334,0.043,0.5310173697270472,0.4113124656781988,0.749,0.594059405940594,0.46902142443543715,0.81,0.5462925000000001,0.43984939759036146,0.0812606335929413,0.35858333333333337,0.05265130313887988,0.6276935749588137,0.17986527543228029,0.4939664157498552,0.10154375877529406,332,120,1821,1727,"[[276, 28, 361, 335], [32, 43, 554, 371], [19, 21, 749, 211], [5, 28, 157, 810]]"
19,10,0.46675,0.39923754709374315,0.5124991676437914,0.46675,0.41384499623777277,0.8358662613981763,0.275,0.06346328195829556,0.33980582524271846,0.035,0.5270222536206287,0.4074276351720371,0.746,0.5926196565582755,0.46689694876223375,0.811,0.546125,0.4421580547112463,0.07996518583583688,0.3667961165048544,0.05231000929360562,0.6260622610595302,0.18132004121700301,0.4921876799078872,0.10200829325093587,329,103,1831,1737,"[[275, 24, 363, 338], [31, 35, 562, 372], [18, 20, 746, 216], [5, 24, 160, 811]]"
19,20,0.4735,0.4081690446925169,0.519433281636194,0.4735,0.41901931649331353,0.815028901734104,0.282,0.08035714285714286,0.375,0.045,0.5325697924123121,0.41471571906354515,0.744,0.6007299270072993,0.4729885057471264,0.823,0.5446224999999999,0.43725433526011565,0.08185161427035002,0.3565,0.04829855070289377,0.6293478260869565,0.17767471335611354,0.4915919540229885,0.10174254833725567,346,120,1794,1740,"[[282, 23, 358, 337], [32, 45, 552, 371], [25, 22, 744, 209], [7, 30, 140, 823]]"
19,30,0.47425,0.4116786594655806,0.5116939665502306,0.47425,0.44314868804664725,0.8172043010752689,0.304,0.07644444444444444,0.344,0.043,0.5324675324675324,0.4164785553047404,0.738,0.5946539729036983,0.4690930098209128,0.812,0.537815,0.4444354838709677,0.08026470741878981,0.35952000000000006,0.04880747483736482,0.6127539503386005,0.17415089186972993,0.49404390525707687,0.10080924056248407,372,125,1772,1731,"[[304, 22, 344, 330], [36, 43, 544, 377], [26, 24, 738, 212], [6, 36, 146, 812]]"
