Folder,Feature_Type,Accuracy,F1_Score,Precision_Class_0,Precision_Class_1,Precision_Class_2,Precision_Class_3
Base,HOG,0.43125,0.42195311810506997,0.5418541854185418,0.3016069221260816,0.3663594470046083,0.4628712871287129
Base,PCA,0.5065,0.49247595569246605,0.6246819338422391,0.375,0.5297131147540983,0.48856416772554
Base,PCA,0.5065,0.49247595569246605,0.6246819338422391,0.375,0.5297131147540983,0.48856416772554
